"userType","gender","birthYear","state","jurisdiction","jurisdictionOthers","diocese","dioceseOthers","cradleOrConvert","cradleOrConvertOthers","clericalRank","clericalRankOthers","clericalStatus","clericalStatusOthers","parishType","parishTypeOthers","parishRole","parishRoleOthers","academicDegree","academicDegreeOthers","seminarySchool","seminarySchoolOthers","profession","Q1","Q2",,"Q3",,,,,,,,,
"Laity","Male",1986,"Oregon","Greek Orthodox Archdiocese of America",,"Metropolis of San Francisco",,"Cradle",,,,,,,,"Ministry/ Organization  Member|Parish Council Member",,"College Degree",,,,"Public health professional/health researcher","Support for clergy (to avoid burnout)","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Growing the parish""      ",,,,,,,,,,
"Laity","Male",1988,"Washington","Russian Orthodox Church Outside of Russia",,"San Francisco and Western American Diocese",,"Converted as an Adult",,,,,,,,"Ministry/ Organization  Member",,"Graduate Degree",,,,"Editor","Growing the parish","Youth Ministry (retention and return of youth & young adults)","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,,
"Clergy",,1956,"Michigan","Greek Orthodox Archdiocese of America",,"Metropolis of Detroit",,"Cradle",,"Priest",,"Active (secondary - 2nd, 3rd, 4th, etc.)",,"Part-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Mental health needs of parishioners","Demographic shifts (how to balance the needs of different groups)","Support for clergy (to avoid burnout)        ",,,,,,,,,,
"Laity","Female",1961,"Arizona","Orthodox Church in America",,"Diocese of San Francisco and the West",,"Converted as an Adult",,,,,,,,"Ministry/ Organization  Member",,"College Degree",,,,"Home maker","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Mental health needs of parishioners","Support for clergy (to avoid burnout)""      ",,,,,,,,,,
"Laity","Female",1990,"Washington","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Los Angeles and the West",,"Converted as a Child",,,,,,,,"Ministry/ Organization Leader|Ministry/ Organization  Member",,"College Degree",,,,"Project Coordinator","Youth Ministry (retention and return of youth & young adults)","Strategies for parish education, catechization, outreach, etc.","Support for clergy (to avoid burnout)        ",,,,,,,,,,
"Clergy",,1984,"North Carolina","American Carpatho-Russian Orthodox Diocese of the USA",,,,"Converted as an Adult",,"Priest",,"Active (primary)",,"Part-time",,,,,,"An Orthodox Christian distance learning program|Holy Trinity Orthodox Seminary: Jordanville, New York|Non-Orthodox seminary/theological school|St. Sophia Ukrainian Orthodox Theological Seminary: South Bound Brook, New Jersey|Other Orthodox seminary/theological school","Antiochian E-Quip program (UK); ROCOR Pastoral School",,"Support for clergy (to avoid burnout)","Growing the parish","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Laity","Female",1981,"Pennsylvania","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Oakland, Charleston, and the Mid-Atlantic",,"Converted as an Adult",,,,,,,,"Deacon's Wife",,"College Degree",,,,"RN","Sexual morality","Strategies for parish education, catechization, outreach, etc.","Mental health needs of parishioners        ",,,,,,,,,,
"Clergy",,1974,"Ohio","Greek Orthodox Archdiocese of America",,"Metropolis of Pittsburgh",,"Cradle",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Youth Ministry (retention and return of youth & young adults)","Growing the parish""      ",,,,,,,,,,
"Clergy",,1949,"Georgia","Greek Orthodox Archdiocese of America",,"Metropolis of Atlanta",,"Cradle",,"Priest",,"Retired",,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Sexual morality        ",,,,,,,,,,,,
"Clergy",,1976,"California","Serbian Orthodox Church in North, Central and South America",,"Diocese of Western America",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"St. Sava School of Theology: Libertyville, Illinois",,,"Growing the parish","Youth Ministry (retention and return of youth & young adults)","Support for clergy (to avoid burnout)        ",,,,,,,,,,
"Clergy",,1959,"Pennsylvania","Greek Orthodox Archdiocese of America",,"Metropolis of Pittsburgh",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Continuing education/training for clergy","Influx of new inquirers","Youth Ministry (retention and return of youth & young adults)        ",,,,,,,,,,
"Clergy",,1980,"Texas","Romanian Orthodox Metropolia of the Americas",,,,"Cradle",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Other Orthodox seminary/theological school","Saint Basil the Great Seminary, Iași - Romania",,"Continuing education/training for clergy        ",,,,,,,,,,,,
"Clergy",,1970,"Oregon","Orthodox Church in America",,"Diocese of San Francisco and the West",,"Converted as an Adult",,"Deacon",,,,,,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Support for clergy (to avoid burnout)","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Clergy",,1956,"Illinois","Greek Orthodox Archdiocese of America",,"Metropolis of Chicago",,"Cradle",,"Deacon",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Demographic shifts (how to balance the needs of different groups)","Youth Ministry (retention and return of youth & young adults)""      ",,,,,,,,,,
"Clergy",,1988,"South Carolina","Orthodox Church in America",,"Diocese of Dallas and the South",,"Converted as an Adult",,"Priest",,"Active (secondary - 2nd, 3rd, 4th, etc.)",,"Full-time",,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Demographic shifts (how to balance the needs of different groups)","Strategies for parish education, catechization, outreach, etc.","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)""      ",,,,,,,,,,
"Clergy",,1944,"Virginia","Orthodox Church in America",,"Diocese of Dallas and the South",,"Converted as an Adult",,"Archpriest/Protopresbyter",,,,,,,,,,"Non-Orthodox seminary/theological school","Fuller Theological Semimary: Pasadena, California ",,"Growing the parish","Strategies for parish education, catechization, outreach, etc.","Support for clergy (to avoid burnout)        ",,,,,,,,,,
"Clergy",,1972,"North Carolina","Orthodox Church in America",,"Diocese of Dallas and the South",,"Converted as an Adult",,"Archpriest/Protopresbyter",,,,,,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Growing the parish","Effects of COVID-19 (attendance  stewardship  parish life  return & retention)""   ",,,,,,,,,,
"Clergy",,1962,"North Carolina","Orthodox Church in America",,"Diocese of Dallas and the South",,"Converted as an Adult",,"Archpriest/Protopresbyter",,,,,,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Continuing education/training for clergy","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Mental health needs of parishioners        ",,,,,,,,,,
"Clergy",,1974,"Oregon","Orthodox Church in America",,"Diocese of San Francisco and the West",,"Converted as an Adult",,"Archpriest/Protopresbyter",,,,,,,,,," St Tikhon's Orthodox Theological Seminary: South Canaan, Pennsylvania",,,"Growing the parish","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Strategies for parish education  catechization  outreach  etc.""   ",,,,,,,,,,
"Clergy",,1971,"California","Greek Orthodox Archdiocese of America",,"Metropolis of San Francisco",,"Converted as an Adult",,"Priest",,"Active (secondary - 2nd, 3rd, 4th, etc.)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Mental health needs of parishioners","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Clergy",,1959,"Texas","Orthodox Church in America",,"Diocese of Dallas and the South",,"Converted as an Adult",,"Protodeacon",,,,,,,,,,"An Orthodox Christian distance learning program|Non-Orthodox seminary/theological school",,,"Youth Ministry (retention and return of youth & young adults)","Influx of new inquirers","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,,
"Clergy",,1987,"Florida","Greek Orthodox Archdiocese of America",,"Metropolis of Atlanta",,"Cradle",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Strategies for parish education, catechization, outreach, etc.","Youth Ministry (retention and return of youth & young adults)","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)""      ",,,,,,,,,,
"Clergy",,1989,"New York","American Carpatho-Russian Orthodox Diocese of the USA",,,,"Cradle",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Christ The Saviour Seminary: Johnstown, Pennsylvania",,,"Support for clergy (to avoid burnout)","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Clergy",,1959,"Massachusetts","Greek Orthodox Archdiocese of America",,"Metropolis of Boston",,"Cradle",,"Archimandrite",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Demographic shifts (how to balance the needs of different groups)","Growing the parish""      ",,,,,,,,,,
"Clergy",,1953,"Pennsylvania","Orthodox Church in America",,"Diocese of Philadelphia and Eastern Pennsylvania",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,," St Tikhon's Orthodox Theological Seminary: South Canaan, Pennsylvania",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Influx of new inquirers","Strategies for parish education  catechization  outreach  etc.""   ",,,,,,,,,,
"Clergy",,1952,"New Jersey","Orthodox Church in America",,"Diocese of New York and New Jersey",,"Converted as an Adult",,"Priest",,"Active (secondary - 2nd, 3rd, 4th, etc.)",,"Part-time",,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Strategies for parish education  catechization  outreach  etc.","Effects of COVID-19 (attendance  stewardship  parish life  return & retention)""",,,,,,,,,,
"Clergy",,1987,"Illinois","Greek Orthodox Archdiocese of America",,"Metropolis of Chicago",,"Cradle",,"Priest",,"Active (secondary - 2nd, 3rd, 4th, etc.)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Continuing education/training for clergy","Effects of COVID-19 (attendance  stewardship  parish life  return & retention)""   ",,,,,,,,,,
"Laity","Female",1989,"Armed Forces","Orthodox Church in America",,"Diocese of Dallas and the South",,"Converted as an Adult",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"Some College",,,,"Homemaker","Support for clergy (to avoid burnout)","Strategies for parish education, catechization, outreach, etc.","Influx of new inquirers        ",,,,,,,,,,
"Clergy",,1988,"South Carolina","Greek Orthodox Archdiocese of America",,"Metropolis of Atlanta",,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Demographic shifts (how to balance the needs of different groups)","Youth Ministry (retention and return of youth & young adults)","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)""      ",,,,,,,,,,
"Clergy",,1991,"New York","American Carpatho-Russian Orthodox Diocese of the USA",,,,"Cradle",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Christ The Saviour Seminary: Johnstown, Pennsylvania",,,"Growing the parish","Strategies for parish education, catechization, outreach, etc.","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,
"Clergy",,1948,"California","Greek Orthodox Archdiocese of America",,"Metropolis of San Francisco",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Youth Ministry (retention and return of youth & young adults)","Influx of new inquirers","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,,
"Clergy",,1951,"Ohio","Orthodox Church in America",,"Diocese of Chicago and the Midwest",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,," St Tikhon's Orthodox Theological Seminary: South Canaan, Pennsylvania",,,"Growing the parish","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Demographic shifts (how to balance the needs of different groups)""      ",,,,,,,,,,
"Laity","Female",1953,"California","Greek Orthodox Archdiocese of America",,"Metropolis of San Francisco",,"Converted as an Adult",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"Some College",,,,"Retired bookkeeper ","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Effects of COVID-19 (attendance  stewardship  parish life  return & retention)","Demographic shifts (how to balance the needs of different groups)""   ",,,,,,,,,,
"Laity","Male",1987,"Wyoming","Greek Orthodox Archdiocese of America",,"Metropolis of Denver",,"Cradle",,,,,,,,,"Adult alter server ","College Degree",,,,"Construction quality assurance","Growing the parish","Financial contributions/donations/stability","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,
"Clergy",,1977,"Pennsylvania","Orthodox Church in America",,"Diocese of Pittsburgh and Western Pennsylvania",,"Converted as an Adult",,"Archpriest/Protopresbyter",,,,,,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Growing the parish","Influx of new inquirers","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,,
"Clergy",,1965,"North Carolina","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Miami and the Southeast",,"Converted as an Adult",,"Protodeacon",,,,,,,,,,"Antiochian House of Studies",,,"Sexual morality","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Influx of new inquirers""      ",,,,,,,,,,
"Laity","Male",2003,"Illinois","Greek Orthodox Archdiocese of America",,"Metropolis of Chicago",,"Cradle",,,,,,,,"Ministry/ Organization Leader|Ministry/ Organization  Member",,"High School Diploma|Some College",,,,"Student","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Growing the parish","Influx of new inquirers""      ",,,,,,,,,,
"Clergy",,1950,"Florida","Greek Orthodox Archdiocese of America",,"Metropolis of Atlanta",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York| St Tikhon's Orthodox Theological Seminary: South Canaan, Pennsylvania",,,"Demographic shifts (how to balance the needs of different groups)","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,,
"Clergy",,1972,"Delaware","Orthodox Church in America",,"Diocese of Philadelphia and Eastern Pennsylvania",,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,," St Tikhon's Orthodox Theological Seminary: South Canaan, Pennsylvania",,,"Youth Ministry (retention and return of youth & young adults)","Sexual morality","Influx of new inquirers        ",,,,,,,,,,
"Clergy",,1971,"Illinois","American Carpatho-Russian Orthodox Diocese of the USA",,,,"Cradle",,"Deacon",,,,,,,,,,"Christ The Saviour Seminary: Johnstown, Pennsylvania|Non-Orthodox seminary/theological school","Catholic Theological Union",,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Financial contributions/donations/stability","Growing the parish""      ",,,,,,,,,,
"Clergy",,1976,"Pennsylvania","American Carpatho-Russian Orthodox Diocese of the USA",,,,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Christ The Saviour Seminary: Johnstown, Pennsylvania",,,"Financial contributions/donations/stability","Growing the parish","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,,
"Clergy",,1956,"North Carolina","American Carpatho-Russian Orthodox Diocese of the USA",,,,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Christ The Saviour Seminary: Johnstown, Pennsylvania",,,"Support for clergy (to avoid burnout)","Clergy shortage","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)""      ",,,,,,,,,,
"Clergy",,1971,"Washington","Greek Orthodox Archdiocese of America",,"Metropolis of San Francisco",,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,," St Tikhon's Orthodox Theological Seminary: South Canaan, Pennsylvania",,,"Sexual morality        ",,,,,,,,,,,,
"Clergy",,1973,"California","Greek Orthodox Archdiocese of America",,"Metropolis of San Francisco",,"Cradle",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Youth Ministry (retention and return of youth & young adults)","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Demographic shifts (how to balance the needs of different groups)""      ",,,,,,,,,,
"Clergy",,1975,"New York","Orthodox Church in America",,"Romanian Episcopate",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"Other Orthodox seminary/theological school","Faculty of Orthodox Theology, Lucian Blaga University of Sibiu",,"Continuing education/training for clergy","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Laity","Female",1956,"Indiana","American Carpatho-Russian Orthodox Diocese of the USA",,,,"Converted as an Adult",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"Some College",,,,"Banker/ florist retired","Support for clergy (to avoid burnout)","Strategies for parish education, catechization, outreach, etc.","Growing the parish        ",,,,,,,,,,
"Laity","Male",1972,"Maryland","Ukrainian Orthodox Church of the USA",,"Eastern Eparchy",,"Converted as an Adult",,,,,,,,"Ministry/ Organization  Member",,"Graduate Degree",,,,"Teacher, Public Education","Demographic shifts (how to balance the needs of different groups)","Support for clergy (to avoid burnout)","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,
"Clergy",,1980,"Maryland","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Oakland, Charleston, and the Mid-Atlantic",,"Cradle",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Other Orthodox seminary/theological school|Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts","Balamand university",,"Demographic shifts (how to balance the needs of different groups)","Financial contributions/donations/stability","Support for clergy (to avoid burnout)        ",,,,,,,,,,
"Laity","Male",1993,"Florida","Greek Orthodox Archdiocese of America",,"Metropolis of Atlanta",,"Cradle",,,,,,,,"Parish Council President",,"College Degree",,,,"Customer Support Director","Strategies for parish education, catechization, outreach, etc.","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Growing the parish""      ",,,,,,,,,,
"Laity","Male",2000,"Georgia","Greek Orthodox Archdiocese of America",,"Metropolis of Atlanta",,"Converted as an Adult",,,,,,,,,"I'm a reader who's also in the choir and learning how to chant","Some College",,,,"Junior college student","Youth Ministry (retention and return of youth & young adults)","Financial contributions/donations/stability","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,,
"Laity","Male",1999,"Georgia","Orthodox Church in America",,"Diocese of Dallas and the South",,"Cradle",,,,,,,,"Ministry/ Organization  Member",,"College Degree",,,,"Grad Student","Influx of new inquirers","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Youth Ministry (retention and return of youth & young adults)""      ",,,,,,,,,,
"Clergy",,1963,"Colorado","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Wichita and Mid-America",,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,,"St Vladimir's Orthodox Theological Seminary: Crestwood, New York|Antiochian House of Studies",,,"Growing the parish","Financial contributions/donations/stability","Youth Ministry (retention and return of youth & young adults)        ",,,,,,,,,,
"Laity","Male",1989,"Georgia","Orthodox Church in America",,"Diocese of Dallas and the South",,"Converted as an Adult",,,,,,,,"Ministry/ Organization  Member",,"Some College",,,,"Logistics Manager for a live events company","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)""      ",,,,,,,,,,,,
"Laity","Male",1969,"New York","Orthodox Church in America",,"Diocese of New York and New Jersey",,"Converted as an Adult",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"Graduate Degree",,,,"Retired military","Growing the parish","Clergy shortage","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,
"Clergy",,1960,"Illinois","Orthodox Church in America",,"Diocese of Chicago and the Midwest",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"Other Orthodox seminary/theological school",60435,,"Continuing education/training for clergy","Support for clergy (to avoid burnout)        ",,,,,,,,,,,
"Laity","Male",1980,"Virginia","Russian Orthodox Church Outside of Russia",,"Eastern America and New York Diocese",,"Converted as an Adult",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"Graduate Degree",,,,"Civil servant","Demographic shifts (how to balance the needs of different groups)","Growing the parish","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)""      ",,,,,,,,,,
"Laity","Male",2000,"Virginia","Orthodox Church in America",,"Romanian Episcopate",,"Converted as a Child",,,,,,,,"Ministry/ Organization  Member",,"College Degree",,,,"Government contractor","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Effects of COVID-19 (attendance  stewardship  parish life  return & retention)","Influx of new inquirers""   ",,,,,,,,,,
"Clergy",,1965,"North Carolina","Greek Orthodox Archdiocese of America",,"Metropolis of Atlanta",,"Converted as an Adult",,"Priest",,,,,,,,,,"An Orthodox Christian distance learning program ",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Support for clergy (to avoid burnout)","Mental health needs of parishioners""      ",,,,,,,,,,
"Laity","Male",1962,"New York","Orthodox Church in America",,"Diocese of New York and New Jersey",,"Cradle",,,,,,,,"Parish Council Member",,"Graduate Degree",,,,"Attorney/Magistrate","Demographic shifts (how to balance the needs of different groups)","Support for clergy (to avoid burnout)","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,
"Laity","Male",1995,"Pennsylvania","Orthodox Church in America",,"Diocese of San Francisco and the West",,"Converted as an Adult",,,,,,,,,"Seminarian at St Tikhon's","Graduate Degree",,,,"Seminarian","Strategies for parish education, catechization, outreach, etc.","Growing the parish","Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,
"Laity","Female",1983,"New York","Orthodox Church in America",,"Diocese of New York and New Jersey",,"Converted as an Adult",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"College Degree",,,,"Executive Director of Philanthropic Foundation","Growing the parish","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Strategies for parish education  catechization  outreach  etc.""   ",,,,,,,,,,
"Clergy",,1963,"Ohio","Greek Orthodox Archdiocese of America",,"Metropolis of Pittsburgh",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Strategies for parish education  catechization  outreach  etc.""   ",,,,,,,,,,,
"Clergy",,1966,"Iowa","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Wichita and Mid-America",,"Converted as an Adult",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Demographic shifts (how to balance the needs of different groups)","Strategies for parish education, catechization, outreach, etc.        ",,,,,,,,,,
"Laity","Female",1987,"Pennsylvania","Orthodox Church in America",,"Diocese of Pittsburgh and Western Pennsylvania",,"Converted as an Adult",,,,,,,,,"choir member/assists in chanting Vespers","College Degree",,,,"Violin/Piano teacher/stay at home mom","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)","Support for clergy (to avoid burnout)","Mental health needs of parishioners        ",,,,,,,,,,
"Clergy",,1973,"Minnesota","Greek Orthodox Archdiocese of America",,"Metropolis of Chicago",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"Other Orthodox seminary/theological school","St. Andrew's in Winnipeg, Manitoba",,"Sexual morality","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Influx of new inquirers","Support for clergy (to avoid burnout)""      ",,,,,,,,,
"Laity","Male",1967,"Nebraska","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Wichita and Mid-America",,"Converted as an Adult",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"College Degree",,,,"Manager","Continuing education/training for clergy","Support for clergy (to avoid burnout)","Mental health needs of parishioners        ",,,,,,,,,,
"Laity","Male",1964,"North Carolina","American Carpatho-Russian Orthodox Diocese of the USA",,,,"Converted as an Adult",,,,,,,,,"Murphy nc member","College Degree",,,,"Cherokee Bible Project ","Influx of new inquirers","Sexual morality","Growing the parish        ",,,,,,,,,,
"Clergy",,1965,"New Jersey","Greek Orthodox Archdiocese of America",,"Metropolis of New Jersey",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Clergy shortage","Support for clergy (to avoid burnout)","Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,
"Clergy",,1966,"Ohio","Greek Orthodox Archdiocese of America",,"Metropolis of Pittsburgh",,"Cradle",,"Priest",,"Active (primary)",,"Full-time",,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts|St Vladimir's Orthodox Theological Seminary: Crestwood, New York",,,"Demographic shifts (how to balance the needs of different groups)        ",,,,,,,,,,,,
"Clergy",,1968,"Iowa","Greek Orthodox Archdiocese of America",,"Metropolis of Chicago",,"Cradle",,"Archpriest/Protopresbyter",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Growing the parish","Youth Ministry (retention and return of youth & young adults)","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)""      ",,,,,,,,,,
"Laity","Female",1986,"Pennsylvania","Antiochian Orthodox Christian Archdiocese of North America",,"Diocese of Oakland, Charleston, and the Mid-Atlantic",,"Converted as an Adult",,,,,,,,"Ministry/ Organization Leader",,"College Degree",,,,"Mother","Youth Ministry (retention and return of youth & young adults)","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Strategies for parish education  catechization  outreach  etc.""   ",,,,,,,,,,
"Clergy",,1982,"Mississippi","Orthodox Church in America",,"Diocese of Dallas and the South",,"Converted as an Adult",,"Priest",,"Active (secondary - 2nd, 3rd, 4th, etc.)","Assigned Second priest also serving three missions","Full-time",,,,,," St Tikhon's Orthodox Theological Seminary: South Canaan, Pennsylvania",,,"Support for clergy (to avoid burnout)","Growing the parish","Financial contributions/donations/stability        ",,,,,,,,,,
"Clergy",,1935,"California","Greek Orthodox Archdiocese of America",,"Metropolis of San Francisco",,"Cradle",,"Bishop",,,,,,,,,,"Holy Cross Greek Orthodox School of Theology: Brookline, Massachusetts",,,"Effects of COVID-19 (attendance, stewardship, parish life, return & retention)        ",,,,,,,,,,,,
"Laity","Male",1974,"Illinois","Greek Orthodox Archdiocese of America",,"Metropolis of Chicago",,"Converted as an Adult",,,,,,,,,"Catechumen ","Graduate Degree",,,,"Grocer","Clergy shortage","Support for clergy (to avoid burnout)","Continuing education/training for clergy        ",,,,,,,,,,
"Laity","Male",1964,"Texas","Russian Orthodox Church Outside of Russia",,"Chicago and Mid-America Diocese",,"Converted as an Adult",,,,,,,,"Parishioner not involved in a Ministry/ Organization",,"College Degree",,,,"Retired software engineer ","Strategies for parish education, catechization, outreach, etc.","Depth of engagement"" in parish life (frequency of confession  attendance at non-Sunday services  participation in ministries)","Growing the parish""      ",,,,,,,,,,
